manhattan_cooperatives_comparable_properties_address,comparable_rental_2_gross_income_per_sqft,borough,manhattan_cooperatives_comparable_properties_total_units,comparable_rental_2_est_gross_income,comparable_rental_2_market_value_per_sqft,manhattan_cooperatives_comparable_properties_neighborhood,comparable_rental_1_building_classification,comparable_rental_1_address,manhattan_cooperatives_comparable_properties_year_built,census_tract
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""1170 5 AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",27.8,1,60,4191193.0,133.0,UPPER EAST SIDE (96-110),D3-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""306 96 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1926,168.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""446 58 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",29.5,1,26,696241.0,142.0,MIDTOWN EAST,D9-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""40 68 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1920,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""646 9 AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",32.2,1,17,288407.0,154.0,MIDTOWN WEST,C7-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""355 41 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1930,121.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""335 20 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",34.9,1,12,232000.0,167.0,CHELSEA,C5-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""148 70 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1900,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""413 82 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",30.4,1,22,238204.0,145.0,UPPER EAST SIDE (79-96),C1-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""328 84 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1910,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""316 36 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",28.1,1,14,266000.0,134.0,FASHION,C7-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""57 8 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1920,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""31 MERCER STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",29.5,1,14,707000.0,141.0,SOHO,D1-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""30 CHARLTON STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1920,47.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""46 CENTRAL PARK"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",,1,43,,,UPPER WEST SIDE (59-79),D5-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""228 71 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1907,143.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""1682 2 AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",42.4,1,147,5876391.0,213.0,UPPER EAST SIDE (79-96),D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""16O 88 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1973,14602.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""511 82 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",33.9,1,15,315553.0,162.0,UPPER EAST SIDE (79-96),C4-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""236 89 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1905,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""740 PARK AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",40.0,1,36,10754611.0,201.0,UPPER EAST SIDE (59-79),D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""1493 YORK AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1930,130.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""220 73 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",36.5,1,92,2771467.0,183.0,UPPER EAST SIDE (59-79),D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""225 70 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1932,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""375 END AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",42.9,1,48,3193971.0,215.0,UPPER WEST SIDE (59-79),D3-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""147 79 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1912,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""152 35 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",41.5,1,49,1171342.0,208.0,MURRAY HILL,D5-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""118 MADISON AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1930,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""220 54 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",27.3,1,148,3993315.0,131.0,MIDTOWN EAST,D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""994 1 AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1962,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""208 82 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",42.4,1,37,873895.0,212.0,UPPER EAST SIDE (79-96),C1-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""342 81 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1920,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""23 73 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",26.4,1,258,5445403.0,115.0,UPPER WEST SIDE (59-79),D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""2054 BROADWAY"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1926,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""36 96 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",30.3,1,11,259241.0,145.0,UPPER WEST SIDE (79-96),C7-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""422 AMSTERDAM AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1910,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""433 34 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",26.9,1,213,4661128.0,129.0,JAVITS CENTER,D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""1450 3 AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1930,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""499 158 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",,1,30,,,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""1969 AMSTERDAM AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1907,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""395 RIVERSIDE DRIVE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",22.6,1,115,4480972.0,98.0,UPPER WEST SIDE (96-116),D6-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""2586 BROADWAY"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1929,199.0
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""411 48 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",35.3,1,20,347576.0,168.0,CLINTON,C4-WALK-UP,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""533 49 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1901,
"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""210 36 STREET"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",38.1,1,104,2367139.0,191.0,MURRAY HILL,D9-ELEVATOR,"{'latitude': '40.749883999647', 'longitude': '-73.987976999939', 'human_address': '{""address"": ""15 PARK AVENUE"", ""city"": ""Manhattan"", ""state"": ""NY"", ""zip"": """"}'}",1960,
